1. [1] Dolo 650 650mg | Tablet | Micro Labs
8807. [8807] Nafzole 800mg | Inhaler | Glenmark
8808. [8808] Imiprevir 5mg | Cream | Mankind
8809. [8809] Sitpril 400mg | Ointment | Sun Pharma
8810. [8810] Ganpril 500mg | Tablet | FDC
8811. [8811] Amlprofen A 75mg | Tablet | Dr. Reddys
8812. [8812] Cefzole D 650mg | Drops | Wockhardt
8813. [8813] Amosetron 2mg | Drops | Cipla
8814. [8814] Panpenem 5ml | Injection | Dr. Reddys
8815. [8815] Dicloclav 800mg | Sachet | Intas
8816. [8816] Cloxma D 2.5mg | Drops | Abbott
8817. [8817] Relepam 10mg | Cream | Intas
8818. [8818] Acizepam 50mcg | Syrup | Pfizer
8819. [8819] Vabodoc 400mg | Ointment | Novartis
8820. [8820] Acicoxib SR 650mg | Ointment | Zydus Cadila
8821. [8821] Vildma M 25mg | Drops | Pfizer
8822. [8822] Dacsolone 150mg | Injection | Serum Institute
8823. [8823] Pippraz ER 50mg | Ointment | Pfizer
8824. [8824] Glimcillin 0.5mg | Injection | USV
8825. [8825] Methclav Plus 1000mg | Capsule | Ipca
8826. [8826] Penmicin 20ml | Sachet | Cipla
8827. [8827] Metmicin M 20mg | Drops | Aurobindo
8828. [8828] Colasvir 200mg | Capsule | Abbott
8829. [8829] Diclonide D 1000mg | Injection | Lupin
8830. [8830] Linecillin 100mg | Drops | FDC
8831. [8831] Montbuvir 200mg | Cream | Micro Labs
8832. [8832] Eryzepam 650mg | Inhaler | Lupin
8833. [8833] Fosdone 50mcg | Syrup | Alkem
8834. [8834] Dacmycin Plus 100mg | Syrup | Torrent
8835. [8835] Fosbactam 20mg | Capsule | FDC
8836. [8836] Dappril 1gm | Tablet | J.B. Chemicals
8837. [8837] Telsolone 50mcg | Ointment | Alembic
8838. [8838] Rabasvir 100mg | Capsule | FDC
8839. [8839] Cloxlone M 400mg | Syrup | Intas
8840. [8840] Levlone Plus 1mg | Syrup | Serum Institute
8841. [8841] Ampsolone M 650mg | Sachet | Serum Institute
8842. [8842] Ertaxacin Plus 0.5mg | Sachet | Serum Institute
8843. [8843] Rosucillin O 5mg | Injection | Mankind
8844. [8844] Rabdoc Plus 5mg | Inhaler | Novartis
8845. [8845] Dacconazole 2.5mg | Cream | Aurobindo
8846. [8846] Omezosin M 100mcg | Inhaler | USV
8847. [8847] Methasvir 500mg | Drops | Intas
8848. [8848] Velbactam O 100mg | Cream | USV
8849. [8849] Linprevir 50mg | Sachet | Alkem
8850. [8850] Cloxtine 250mg | Ointment | Serum Institute
8851. [8851] Biapium 50mg | Ointment | Novartis
8852. [8852] Ertacoxib 1000mg | Ointment | Macleods
8853. [8853] Cidcillin D 5ml | Tablet | Micro Labs
8854. [8854] Rosukacin 2.5mg | Powder | Glenmark
8855. [8855] Ganpitant 40mg | Sachet | Cipla
8856. [8856] Tigekast M 2mg | Injection | Novartis
8857. [8857] Cloxconazole 1mg | Powder | GSK
8858. [8858] Penpride Forte 20ml | Inhaler | Emcure
8859. [8859] Methtidine 10ml | Cream | Glenmark
8860. [8860] Rabpenem 5ml | Inhaler | Torrent
8861. [8861] Gankast 2.5mg | Ointment | Biocon
8862. [8862] Methox D 20mg | Injection | Mankind
8863. [8863] Dacasvir SR 200mg | Syrup | Ipca
8864. [8864] Sanoprevir SR 800mg | Powder | Emcure
8865. [8865] Velkacin Forte 2gm | Tablet | Lupin
8866. [8866] Sanofungin 100mg | Capsule | Aristo
8867. [8867] Relezepam 10mg | Sachet | Wockhardt
8868. [8868] Naflone A 100mcg | Sachet | Dr. Reddys
8869. [8869] Ertamicin 40mg | Drops | Wockhardt
8870. [8870] Ertapam O 1000mg | Ointment | Alembic
8871. [8871] Empconazole 25mg | Drops | Lupin
8872. [8872] Cilmicin Forte 2mg | Ointment | Abbott
8873. [8873] Vabopium 1gm | Tablet | GSK
8874. [8874] Parapram 10ml | Tablet | Micro Labs
8875. [8875] Vanczosin O 5mg | Tablet | FDC
8876. [8876] Vabolam A 1000mg | Syrup | FDC
8877. [8877] Clinpiride ER 50mcg | Drops | Novartis
8878. [8878] Biazepam Plus 50mcg | Drops | Cipla
8879. [8879] Azlogliptin M 20mg | Powder | Mankind
8880. [8880] Sanofungin Plus 150mg | Tablet | Zydus Cadila
8881. [8881] Vancpine O 200mcg | Cream | Mankind
8882. [8882] Relesolone 20mg | Drops | Micro Labs
8883. [8883] Cloxmycin Forte 75mg | Sachet | Alembic
8884. [8884] Linemycin A 200mcg | Cream | GSK
8885. [8885] Atorclav SR 1mg | Cream | Novartis
8886. [8886] Levox 5ml | Drops | Cipla
8887. [8887] Cetmicin Forte 5ml | Syrup | Sun Pharma
8888. [8888] Merobactam 10mg | Sachet | Cipla
8889. [8889] Sanodone 1000mg | Syrup | Biocon
8890. [8890] Glimlone 200mcg | Tablet | FDC
8891. [8891] Naffenac 650mg | Drops | Wockhardt
8892. [8892] Cloxpam 150mg | Ointment | Biocon
8893. [8893] Tenformin A 0.5mg | Capsule | Aurobindo
8894. [8894] Eryvir ER 40mg | Ointment | Zydus Cadila
8895. [8895] Avisartan SR 2gm | Ointment | Micro Labs
8896. [8896] Atorzolam ER 100mcg | Syrup | FDC
8897. [8897] Cetsolone Forte 0.5mg | Drops | Intas
8898. [8898] Omevir 0.5mg | Cream | Zydus Cadila
8899. [8899] Baczine Plus 50mcg | Cream | Alkem
8900. [8900] Colprofen D 10mg | Syrup | USV
8901. [8901] Famtine O 1mg | Sachet | FDC
8902. [8902] Ampdone 10ml | Tablet | Emcure
8903. [8903] Amldone Plus 5mg | Cream | Intas
8904. [8904] Doricoxib 1000mg | Ointment | Aristo
8905. [8905] Colpram Forte 1gm | Inhaler | Alembic
8906. [8906] Clinflozin 2gm | Tablet | GSK
8907. [8907] Linbactam O 150mg | Powder | Emcure
8908. [8908] Carbclav ER 10mg | Inhaler | Dr. Reddys
8909. [8909] Glimsartan 1mg | Sachet | Aristo
8910. [8910] Valpride SR 0.5mg | Drops | USV
8911. [8911] Cefpraz 800mg | Injection | Intas
8912. [8912] Pipkacin 50mg | Inhaler | Dr. Reddys
8913. [8913] Dacvir O 500mg | Powder | Abbott
8914. [8914] Clavtidine 20mg | Drops | Alkem
8915. [8915] Colsetron 100mg | Drops | USV
8916. [8916] Dapzine SR 400mg | Cream | GSK
8917. [8917] Tazsetron 150mg | Syrup | Aristo
8918. [8918] Cloxmycin 5mg | Injection | Wockhardt
8919. [8919] Amllukast 100mg | Powder | Sanofi
8920. [8920] Paraline 100mcg | Injection | Alembic
8921. [8921] Atorkacin ER 5mg | Ointment | GSK
8922. [8922] Methox Plus 1mg | Injection | Sanofi
8923. [8923] Daplol M 400mg | Powder | Ipca
8924. [8924] Dacsetron 200mg | Sachet | Torrent
8925. [8925] Cidpenem Plus 1gm | Tablet | Cipla
8926. [8926] Releconazole 20mg | Drops | Novartis
8927. [8927] Carbcycline 25mg | Powder | Glenmark
8928. [8928] Cloxline Plus 25mg | Cream | Novartis
8929. [8929] Ticafine 650mg | Inhaler | Biocon
8930. [8930] Sulpine 20mg | Sachet | Pfizer
8931. [8931] Ertadoc 5ml | Tablet | Abbott
8932. [8932] Carbtine D 1gm | Cream | Ipca
8933. [8933] Vabotine SR 400mg | Drops | GSK
8934. [8934] Rabterol 650mg | Sachet | Zydus Cadila
8935. [8935] Pentidine Plus 5mg | Tablet | Abbott
8936. [8936] Biamycin Forte 40mg | Injection | Abbott
8937. [8937] Vancral Plus 200mg | Drops | Ipca
8938. [8938] Ganfine 20mg | Powder | Intas
8939. [8939] Soflol O 150mg | Syrup | Pfizer
8940. [8940] Diclotine 100mg | Tablet | J.B. Chemicals
8941. [8941] Sofprofen 400mg | Drops | Mankind
8942. [8942] Oxaconazole O 1mg | Powder | Abbott
8943. [8943] Cetdipine O 1mg | Injection | Intas
8944. [8944] Farasvir 0.5mg | Drops | Alkem
8945. [8945] Montsolone Forte 10ml | Powder | Micro Labs
8946. [8946] Atorzepam ER 100mg | Capsule | FDC
8947. [8947] Diclostin 2mg | Syrup | Dr. Reddys
8948. [8948] Amoxkacin 650mg | Tablet | Wockhardt
8949. [8949] Farasvir SR 25mg | Drops | Dr. Reddys
8950. [8950] Oxapram D 20mg | Inhaler | Novartis
8951. [8951] Cilcycline 20mg | Sachet | Alkem
8952. [8952] Linecet O 1gm | Injection | Glenmark
8953. [8953] Acipium ER 2gm | Sachet | Macleods
8954. [8954] Collam 50mcg | Tablet | Novartis
8955. [8955] Diclomycin O 1000mg | Drops | Wockhardt
8956. [8956] Fampraz 150mg | Cream | Aristo
8957. [8957] Metstin 20ml | Injection | Alkem
8958. [8958] Ampzolid O 50mg | Cream | Intas
8959. [8959] Fosstatin Forte 250mg | Sachet | Cipla
8960. [8960] Sanomycin 1mg | Powder | Alkem
8961. [8961] Noveasvir 650mg | Syrup | J.B. Chemicals
8962. [8962] Pandipine M 800mg | Cream | Serum Institute
8963. [8963] Levcillin 5ml | Inhaler | Dr. Reddys
8964. [8964] Pivmycin ER 75mg | Sachet | Macleods
8965. [8965] Eryzole A 10ml | Drops | Alembic
8966. [8966] Azithlone SR 100mcg | Ointment | Cipla
8967. [8967] Valformin D 2mg | Ointment | Mankind
8968. [8968] Tigemine A 10ml | Inhaler | Glenmark
8969. [8969] Acipitant M 50mcg | Powder | Cipla
8970. [8970] Fospine 50mcg | Drops | Micro Labs
8971. [8971] Meropam Plus 5mg | Powder | Alkem
8972. [8972] Clavsolone SR 100mg | Cream | Biocon
8973. [8973] Carbbuvir D 2gm | Powder | Torrent
8974. [8974] Cilcoxib Plus 5mg | Powder | Alkem
8975. [8975] Erylam 10mg | Syrup | Biocon
8976. [8976] Cloxsetron 400mg | Injection | Zydus Cadila
8977. [8977] Ribaox 1000mg | Cream | Biocon
8978. [8978] Cidprazole 10ml | Tablet | Alkem
8979. [8979] Novefenac 200mg | Tablet | Ipca
8980. [8980] Vabopium 100mcg | Capsule | Mankind
8981. [8981] Relepam O 2.5mg | Tablet | Alembic
8982. [8982] Tenpam Forte 400mg | Syrup | Mankind
8983. [8983] Ampline D 40mg | Injection | Novartis
8984. [8984] Meropitant 75mg | Injection | USV
8985. [8985] Vancdoc O 650mg | Injection | Dr. Reddys
8986. [8986] Amopram A 40mg | Drops | Wockhardt
8987. [8987] Cidtidine Forte 40mg | Capsule | Pfizer
8988. [8988] Sitfenac 5mg | Syrup | Pfizer
8989. [8989] Glimkacin Forte 100mg | Syrup | Serum Institute
8990. [8990] Levzepam Plus 25mg | Inhaler | Micro Labs
8991. [8991] Tenprevir A 2.5mg | Tablet | Torrent
8992. [8992] Baczolid 200mg | Cream | Pfizer
8993. [8993] Rabfenac 20ml | Powder | Macleods
8994. [8994] Meropride M 650mg | Capsule | Sanofi
8995. [8995] Nafasvir A 75mg | Capsule | Glenmark
8996. [8996] Ampstatin 200mg | Ointment | FDC
8997. [8997] Linfenac 10ml | Sachet | FDC
8998. [8998] Erypine A 20mg | Capsule | Mankind
8999. [8999] Clavox 250mg | Cream | Lupin
9000. [9000] Vabonide 1000mg | Cream | Sun Pharma
9001. [9001] Cilpium 650mg | Drops | Glenmark
9002. [9002] Clinxacin Forte 150mg | Ointment | Novartis
9003. [9003] Collone D 200mcg | Injection | Torrent
9004. [9004] Amokacin 250mg | Drops | Cipla
9005. [9005] Biaterol M 50mcg | Inhaler | Alkem
9006. [9006] Tigedoc Plus 2gm | Cream | Torrent
9007. [9007] Ribadoc 400mg | Syrup | GSK
9008. [9008] Pipgliptin 200mg | Drops | Cipla
9009. [9009] Pippiride SR 250mg | Powder | Wockhardt
9010. [9010] Sanoox 0.5mg | Tablet | Novartis
9011. [9011] Rosuasvir O 5ml | Ointment | GSK
9012. [9012] Levflozin 2mg | Syrup | Cipla
9013. [9013] Methxicam SR 200mg | Powder | Glenmark
9014. [9014] Erystin M 100mg | Ointment | Alkem
9015. [9015] Trilokacin ER 50mcg | Tablet | Lupin
9016. [9016] Ampcillin M 2gm | Powder | Lupin
9017. [9017] Pivpam 250mg | Injection | Alembic
9018. [9018] Penlone 50mg | Syrup | Alembic
9019. [9019] Dapprazole M 500mg | Capsule | J.B. Chemicals
9020. [9020] Empdoc A 150mg | Capsule | Aurobindo
9021. [9021] Clinnide M 150mg | Tablet | Aurobindo
9022. [9022] Amlpine O 100mg | Powder | Micro Labs
9023. [9023] Ertacycline Plus 1000mg | Drops | Cipla
9024. [9024] Oxaline 650mg | Capsule | Abbott
9025. [9025] Acisolone 200mg | Inhaler | Abbott
9026. [9026] Veldoc M 650mg | Syrup | Aristo
9027. [9027] Erytine 400mg | Injection | Macleods
9028. [9028] Cidvir 200mcg | Injection | Serum Institute
9029. [9029] Telox 0.5mg | Cream | Novartis
9030. [9030] Doripraz SR 10mg | Inhaler | Aurobindo
9031. [9031] Tenzolam 100mg | Syrup | Macleods
9032. [9032] Carbasvir A 5mg | Cream | Serum Institute
9033. [9033] Teltidine 150mg | Injection | Novartis
9034. [9034] Tazxicam 10mg | Capsule | FDC
9035. [9035] Cilprofen Forte 20ml | Inhaler | Alembic
9036. [9036] Ledsolone 25mg | Ointment | USV
9037. [9037] Empcoxib 800mg | Tablet | Glenmark
9038. [9038] Cloxconazole M 200mg | Powder | Glenmark
9039. [9039] Azithpitant 500mg | Ointment | GSK
9040. [9040] Meropiride 25mg | Sachet | Intas
9041. [9041] Omebuvir 5ml | Capsule | Macleods
9042. [9042] Valmicin Forte 1mg | Ointment | Lupin
9043. [9043] Azithma O 2mg | Sachet | Serum Institute
9044. [9044] Ertavir ER 50mcg | Syrup | Ipca
9045. [9045] Sulsolone O 1000mg | Ointment | Aristo
9046. [9046] Biaflozin M 1000mg | Sachet | Biocon
9047. [9047] Ampconazole Plus 1000mg | Drops | Mankind
9048. [9048] Rabfine 100mcg | Cream | Micro Labs
9049. [9049] Foscycline 20mg | Ointment | GSK
9050. [9050] Methdoc SR 20mg | Sachet | Abbott
9051. [9051] Dappium 10mg | Syrup | Emcure
9052. [9052] Ertaterol O 800mg | Ointment | Alembic
9053. [9053] Ampconazole A 0.5mg | Ointment | Aurobindo
9054. [9054] Valral Plus 2mg | Injection | Micro Labs
9055. [9055] Telmycin 25mg | Ointment | Mankind
9056. [9056] Methmicin D 0.5mg | Sachet | Torrent
9057. [9057] Rosupam SR 2.5mg | Capsule | Torrent
9058. [9058] Monttine 20mg | Capsule | Serum Institute
9059. [9059] Omemycin 40mg | Tablet | Alembic
9060. [9060] Nafnide Forte 20mg | Injection | Mankind
9061. [9061] Empprazole 2mg | Powder | Novartis
9062. [9062] Clinprazole Plus 400mg | Sachet | Macleods
9063. [9063] Ertazine Plus 100mg | Capsule | Abbott
9064. [9064] Avidipine A 20mg | Sachet | Macleods
9065. [9065] Dapmine 800mg | Cream | J.B. Chemicals
9066. [9066] Eryfenac Forte 200mg | Ointment | Glenmark
9067. [9067] Velzosin 100mcg | Injection | Sanofi
9068. [9068] Sitdoc 50mcg | Capsule | FDC
9069. [9069] Cetfenac 100mcg | Cream | Aurobindo
9070. [9070] Famxacin 2gm | Inhaler | Emcure
9071. [9071] Vanccoxib ER 400mg | Capsule | Abbott
9072. [9072] Ribabactam 0.5mg | Syrup | Sanofi
9073. [9073] Trilozosin ER 2gm | Injection | Zydus Cadila
9074. [9074] Methstin 1000mg | Capsule | Alkem
9075. [9075] Lincoxib 1gm | Sachet | Lupin
9076. [9076] Vaboral Plus 1gm | Powder | Emcure
9077. [9077] Tazprofen 650mg | Sachet | Pfizer
9078. [9078] Vildlam A 40mg | Ointment | Pfizer
9079. [9079] Fosmycin 650mg | Ointment | Abbott
9080. [9080] Panistin SR 650mg | Ointment | Aurobindo
9081. [9081] Dicloral Forte 2mg | Injection | Sanofi
9082. [9082] Ganzepam 50mg | Tablet | Sun Pharma
9083. [9083] Diclozepam 5ml | Drops | Torrent
9084. [9084] Cloxfine SR 200mcg | Powder | Torrent
9085. [9085] Clavcet 200mg | Injection | Abbott
9086. [9086] Vildzolid 50mg | Capsule | Lupin
9087. [9087] Panidone Plus 75mg | Drops | Mankind
9088. [9088] Panpium 200mcg | Ointment | Lupin
9089. [9089] Relebactam Forte 100mg | Inhaler | Glenmark
9090. [9090] Cidcillin 20ml | Inhaler | Mankind
9091. [9091] Omeconazole D 75mg | Inhaler | USV
9092. [9092] Linesartan 2mg | Tablet | Serum Institute
9093. [9093] Doripiride 2mg | Syrup | Aurobindo
9094. [9094] Penzine 2.5mg | Ointment | Alembic
9095. [9095] Parastatin Forte 75mg | Ointment | Cipla
9096. [9096] Imizosin 1mg | Powder | GSK
9097. [9097] Sulsartan Plus 2gm | Cream | Dr. Reddys
9098. [9098] Linesartan 200mcg | Syrup | Biocon
9099. [9099] Nafral 40mg | Ointment | FDC
9100. [9100] Ledclav Forte 1000mg | Tablet | GSK
9101. [9101] Trilodone Forte 25mg | Ointment | FDC
9102. [9102] Amoxtidine A 25mg | Tablet | Alembic
9103. [9103] Paniclav 5ml | Tablet | Mankind
9104. [9104] Veldipine 100mcg | Drops | Emcure
9105. [9105] Vaboformin 75mg | Injection | Macleods
9106. [9106] Panipam ER 2.5mg | Cream | Alkem
9107. [9107] Dorinide 5mg | Powder | Glenmark
9108. [9108] Relepril 200mcg | Inhaler | Cipla
9109. [9109] Cloxlol ER 1mg | Ointment | Aurobindo
9110. [9110] Nafprazole 100mg | Injection | Ipca
9111. [9111] Tazzole 200mcg | Ointment | Sanofi
9112. [9112] Atorzepam SR 10mg | Ointment | Cipla
9113. [9113] Imimycin D 20mg | Drops | Zydus Cadila
9114. [9114] Panprevir 100mcg | Sachet | Intas
9115. [9115] Tazlone O 20mg | Inhaler | Biocon
9116. [9116] Imiprazole D 800mg | Ointment | Dr. Reddys
9117. [9117] Pivlone O 1mg | Tablet | Ipca
9118. [9118] Meropride D 5mg | Sachet | Lupin
9119. [9119] Dacxicam 2mg | Cream | Sun Pharma
9120. [9120] Rabcoxib 200mg | Capsule | Biocon
9121. [9121] Famdoc A 100mg | Powder | Pfizer
9122. [9122] Vancfungin 75mg | Tablet | Biocon
9123. [9123] Dorixacin Plus 0.5mg | Ointment | Torrent
9124. [9124] Rabzosin ER 2gm | Cream | J.B. Chemicals
9125. [9125] Sitline D 200mg | Injection | FDC
9126. [9126] Pensartan M 10mg | Ointment | USV
9127. [9127] Empmycin SR 10mg | Cream | Sanofi
9128. [9128] Farsartan 2mg | Cream | USV
9129. [9129] Tazopenem 0.5mg | Syrup | Aristo
9130. [9130] Cidfungin 100mcg | Injection | Wockhardt
9131. [9131] Bialukast Plus 1000mg | Ointment | Lupin
9132. [9132] Tazoma 200mcg | Ointment | Torrent
9133. [9133] Cefstatin 20mg | Sachet | Abbott
9134. [9134] Clavpride 20ml | Cream | USV
9135. [9135] Empzine 200mcg | Sachet | J.B. Chemicals
9136. [9136] Montpram A 200mcg | Tablet | Biocon
9137. [9137] Ampzolam Plus 0.5mg | Cream | Wockhardt
9138. [9138] Ledzolid D 75mg | Syrup | FDC
9139. [9139] Dappium 5ml | Drops | Aristo
9140. [9140] Methsone M 20ml | Ointment | Alkem
9141. [9141] Farfungin D 20mg | Syrup | Torrent
9142. [9142] Vallol 40mg | Inhaler | USV
9143. [9143] Glimdoc Forte 100mg | Cream | GSK
9144. [9144] Lincoxib SR 10mg | Sachet | Dr. Reddys
9145. [9145] Glimzolid 100mcg | Capsule | GSK
9146. [9146] Tigefungin 0.5mg | Syrup | FDC
9147. [9147] Oxaformin M 10ml | Ointment | Novartis
9148. [9148] Montstatin M 10ml | Cream | Novartis
9149. [9149] Ceflam 200mg | Ointment | Biocon
9150. [9150] Linkast ER 1gm | Inhaler | Aurobindo
9151. [9151] Cloxkacin Plus 25mg | Cream | J.B. Chemicals
9152. [9152] Velxicam ER 100mcg | Cream | Wockhardt
9153. [9153] Valsartan SR 1000mg | Inhaler | Aurobindo
9154. [9154] Relezolam 1mg | Capsule | Alkem
9155. [9155] Linestin 100mg | Cream | Micro Labs
9156. [9156] Rosuconazole Forte 2gm | Ointment | Alembic
9157. [9157] Ertastatin 500mg | Ointment | Cipla
9158. [9158] Penpitant 25mg | Syrup | Ipca
9159. [9159] Fosprevir Forte 100mcg | Inhaler | Alkem
9160. [9160] Dapprevir 2.5mg | Injection | GSK
9161. [9161] Cidcoxib 2mg | Syrup | Dr. Reddys
9162. [9162] Ticaclav 100mcg | Capsule | Zydus Cadila
9163. [9163] Sitkacin 200mcg | Powder | J.B. Chemicals
9164. [9164] Azithpenem O 1gm | Capsule | Alembic
9165. [9165] Penpenem D 40mg | Injection | Novartis
9166. [9166] Glimcoxib O 40mg | Capsule | GSK
9167. [9167] Parakacin 1000mg | Injection | Cipla
9168. [9168] Pippitant 5mg | Powder | Lupin
9169. [9169] Valpenem 10ml | Sachet | Sanofi
9170. [9170] Clavgliptin SR 20mg | Powder | Serum Institute
9171. [9171] Dacral Forte 10mg | Syrup | Glenmark
9172. [9172] Coldoc D 1gm | Capsule | Biocon
9173. [9173] Cilpraz 250mg | Drops | Wockhardt
9174. [9174] Imima 200mg | Tablet | Ipca
9175. [9175] Carbmycin Plus 40mg | Cream | Pfizer
9176. [9176] Avizepam 150mg | Inhaler | Novartis
9177. [9177] Methbactam D 50mg | Sachet | J.B. Chemicals
9178. [9178] Clinmine A 5mg | Capsule | Torrent
9179. [9179] Methlukast Plus 150mg | Injection | J.B. Chemicals
9180. [9180] Bacprevir 400mg | Capsule | Glenmark
9181. [9181] Tellol O 50mcg | Drops | Biocon
9182. [9182] Ribastin 20ml | Cream | Sanofi
9183. [9183] Imisartan A 2gm | Powder | GSK
9184. [9184] Montnide Forte 400mg | Inhaler | Sanofi
9185. [9185] Amoxpiride 5ml | Drops | Glenmark
9186. [9186] Diclomicin Plus 200mg | Inhaler | Zydus Cadila
9187. [9187] Diclonide D 5mg | Powder | J.B. Chemicals
9188. [9188] Meropiride 5ml | Inhaler | Torrent
9189. [9189] Lindipine Forte 2mg | Inhaler | Novartis
9190. [9190] Azlostin 100mg | Capsule | Mankind
9191. [9191] Azithfenac M 2gm | Powder | Emcure
9192. [9192] Cefma M 5mg | Drops | USV
9193. [9193] Tigesolone 2gm | Inhaler | Torrent
9194. [9194] Methox Forte 1gm | Powder | Sun Pharma
9195. [9195] Linesartan SR 20ml | Ointment | Macleods
9196. [9196] Vildpraz Forte 40mg | Syrup | Aristo
9197. [9197] Dacpril 100mg | Syrup | Lupin
9198. [9198] Biaprofen 650mg | Powder | Zydus Cadila
9199. [9199] Avicillin D 200mcg | Ointment | Torrent
9200. [9200] Dacxacin 200mg | Injection | Lupin
9201. [9201] Tigepraz M 500mg | Capsule | Aristo
9202. [9202] Clincycline M 150mg | Syrup | Zydus Cadila
9203. [9203] Acigliptin 25mg | Injection | J.B. Chemicals
9204. [9204] Famconazole SR 100mg | Tablet | Cipla
9205. [9205] Dacprofen 10ml | Injection | Lupin
9206. [9206] Panmycin 25mg | Cream | Alembic
9207. [9207] Metflozin 2gm | Tablet | Emcure
9208. [9208] Atorzolid SR 50mg | Tablet | Zydus Cadila
9209. [9209] Amonide M 2gm | Ointment | USV
9210. [9210] Amplukast 1000mg | Powder | GSK
9211. [9211] Tazcycline O 200mcg | Tablet | Dr. Reddys
9212. [9212] Linepiride Plus 650mg | Tablet | Wockhardt
9213. [9213] Panizosin 50mcg | Syrup | Emcure
9214. [9214] Tazpium A 500mg | Syrup | Novartis
9215. [9215] Cetcet Forte 50mg | Injection | Lupin
9216. [9216] Diclodoc Forte 650mg | Powder | GSK
9217. [9217] Glimox Forte 1mg | Injection | Lupin
9218. [9218] Amlline 20mg | Sachet | Torrent
9219. [9219] Dorigliptin O 150mg | Ointment | Micro Labs
9220. [9220] Cloxcet 5ml | Tablet | Sanofi
9221. [9221] Ampfungin 2.5mg | Cream | FDC
9222. [9222] Clinterol ER 50mg | Powder | Alembic
9223. [9223] Linelone SR 1gm | Syrup | Macleods
9224. [9224] Tigetidine SR 10mg | Injection | Wockhardt
9225. [9225] Novepril 500mg | Ointment | Glenmark
9226. [9226] Atorcycline 50mg | Capsule | Cipla
9227. [9227] Panilam 2mg | Tablet | Serum Institute
9228. [9228] Vancvir 100mg | Ointment | Wockhardt
9229. [9229] Famgliptin 5ml | Tablet | Serum Institute
9230. [9230] Cetterol 25mg | Cream | Cipla
9231. [9231] Telprofen D 10ml | Drops | Lupin
9232. [9232] Diclosolone 20mg | Drops | Abbott
9233. [9233] Erystatin 75mg | Ointment | Lupin
9234. [9234] Imigliptin 50mg | Capsule | Novartis
9235. [9235] Telzolam O 150mg | Inhaler | Torrent
9236. [9236] Sullam 50mg | Inhaler | Cipla
9237. [9237] Methfenac Forte 5ml | Capsule | Serum Institute
9238. [9238] Diclozepam SR 200mcg | Drops | Zydus Cadila
9239. [9239] Nafpine 650mg | Syrup | Mankind
9240. [9240] Cloxxicam 150mg | Tablet | Ipca
9241. [9241] Farxacin 400mg | Cream | Aurobindo
